Report,NoisyOR_Score,Positive Bigrams,Positive Unigrams,CRSHNMBR,CRSHDATE,CRSHTIME,NTFYHOUR,ONHWY,ONSTR,ATHWY,ATSTR,HWYCLASS,LATDECDG,LONDECDG
"~ON THURSDAY, JULY 25, 2019 AT APPROXIMATELY 11:47AM, I APPROACHED THE INTERSECTION OF WILD ROSE AVE. AND S. 6TH ST.  AT THAT TIME I OBSERVED A STOP SIGN LAYING DOWN ON THE SIDEWALK AT THE NW CORNER OF THE INTERSECTION.  THE STOP SIGN WAS BENT OVER BUT NOT BROKEN OFF ITS BASE.  A CONSTRUCTION WORKER IN THE AREA STATED HE OBSERVED THE DOWNED SIGN JUST AS I WAS APPROACHING.  NEITHER HE NOR OTHER WORKERS IN THE AREA WITNESSED THE CRASH.  IT SHOULD BE NOTED THAT MULTIPLE CONSTRUCTION PROJECTS WERE BEING CONDUCTED AT THE TIME OF THE CRASH AND SOME TRAFFIC LANES IN THE AREA WERE CONSTRICTED DUE TO THIS CONSTRUCTION.  IT APPEARED TO ME A LARGE DELIVERY TRUCK MAY HAVE CUT THE CORNER OF THE INTERSECTION TOO CLOSE AND CAUGHT PART OF THE SIGN WITH THE VEHICLE, THUS PULLING IT OVER.  DIAGRAM IS DRAWN BASED ON TRAINING AND EXPERIENCE AND MAY NOT CORRECTLY REFLECT ACTUAL OCCURENCES.~~
",0.999999476,"['this construction', 'multiple construction', 'construction worker', 'a construction', 'being conducted', 'worker in', 'workers in']","['construction', 'construction', 'construction', 'workers', 'worker']",190711986,7/25/2019,1147,11,,WILD ROSE AVE,,S SIXTH ST,U CITY,44.85239611,-92.61907807
"~UNIT #2, SOUTHBOUND IN THE 5400 BLOCK OF N. 37TH ST, SLOWING FOR CONSTRUCTION WORK, WAS STRUCK FROM BEHIND BY UNIT #1, ALSO SOUTHBOUND ON N. 37TH ST. AFTER A BRIEF EXCHANGE OF WORDS, UNIT #1 FLED THE SCENE, SOUTHBOUND.   I SPOKE TO THE DRIVER OF UNIT #2, BROUGHTON, WHO STATED HE WAS SLOWING IN-TRAFFIC FOR CONSTRUCTION WORKERS AND HE WAS HIT FROM BEHIND BY A BLUE SUV. HE STATED THE OTHER DRIVER PULLED ALONGSIDE HIS VEHICLE AND ASKED IF HE WAS OKAY. HE RESPONDED HE NEEDED TO LOOK AT HIS VAN AND THE OTHER DRIVER FLED SOUTHBOUND ON N. 37TH ST. HE WAS DESCRIBED AS A H/M, MID-30'S. A WITNESS, A KIM LEWIS OF 5438 N. 37TH ST. PHONE NUMBER 350-4690, TOLD HIM THE PLATE NUMBER WAS AFZ-2292. ONE OF THE CONSTRUCTION WORKERS TOLD HIM THE VEHICLE WAS A NISSAN MURANO. BROUGHTON STATED HE HAD NO INJURIES AND THE BUMPER ON THE VAN HAD A DENT IN THE MIDDLE. BROUGHTON REMOVED HIS VEHICLE FROM THE SCENE.   THE PLATE GIVEN, LISTED TO A BLUE 2004 NISSAN MURANO WITH THE OWNER BEING A JOEL J. SOLANO, H/M, 01-30-97 OF 2011 W. LINCOLN AVE, MILWAUKEE, WI 53214. P.O. RICHARD SCHARNOTT WENT TO THAT ADDRESS TO FIND THE MURANO AT THAT LOCATION WITH MINOR FRONT-END DAMAGE. HE ATTEMPTED TO MAKE CONTACT AT THE DOOR AND THERE WAS NO ANSWER.   SOLANO WAS MAILED A CITATION FOR OWNER'S LIABILITY-DUTY UPON STRIKING. BC904049.~~
",0.999999365,"['workers and', 'for construction', 'the construction', 'construction workers', 'construction work', 'work was']","['construction', 'construction', 'construction', 'workers', 'workers']",190808198,8/21/2019,1001,12,,N 37TH ST,,W CUSTER AVE,U CITY,43.11617565,-87.95877568
"~V1 WAS TRAVELING W/B ON W. EVERGREEN DR. IN THE LEFT LANE OF TRAFFIC JUST WEST OF N. RICHMOND ST.  V2 WAS TRAVELING W/B IN THE RIGHT LANE OF TRAFFIC ON W. EVERGREEN DR. WHICH WAS CONED OFF WITH CONSTRUCTION BARRELS.  V2 ADVISED THAT SHE REALIZED THAT SHE ACCIDENTALLY TURNED INTO THE CLOSED RIGHT LANE SO SHE LOOKED TO TRY TO CHANGE INTO THE LEFT LANE.  V2 ADVISED THAT SHE THOUGHT THE LANE WAS CLEAR SO SHE BEGAN THE LANE CHANGE BUT SHE DID NOT SEE V1 PASSING AND OCCUPYING THE LEFT LANE.  V2 SIDESWIPED V1 AS SHE MADE THE LANE CHANGE.  7737~~
",0.999999354,"['closed right', 'was coned', 'construction barrels', 'coned off', 'the closed', 'with construction', 'lane was']","['construction', 'coned', 'barrels', 'closed']",190702996,7/12/2019,1635,16,47,,,EVERGREEN DR E,R STH,44.30190984,-88.41510088
"~ON 07/25/19 I RESPONDED TO A CRASH THAT OCCURRED ON NORTHBOUND HWY 151, JUST SOUTH OF COLUMBUS ST OVERPASS, IN THE CITY OF SUN PRAIRIE. NO INJURIES RESULTED FROM THE CRASH, THOUGH THERE WAS LANE CLOSURE. THIS AREA OF HWY 151 IS IMMEDIATELY SOUTH OF CONSTRUCTION ZONE, THOUGH THIS CRASH DID NOT OCCUR IN THE CONSTRUCTION ZONE.  UNIT 2 WAS STOPPED AS TRAFFIC HAD BACKED UP PRIOR TO THE CONSTRUCTION ZONE AS IT GOES DOWN TO ONE LANE. UNIT 1 APPROACHED FROM THE SOUTH AT APPROXIMATELY 40 MPH. UNIT 1 WAS SLOW TO REACT TO TRAFFIC BEING STOPPED AND SLAMMED ON THE BREAKS, BUT WAS UNABLE TO STOP. UNIT 1 WENT INTO THE LEFT LANE TO AVOID CRASHING INTO STOPPED TRAFFIC. UNIT 2 SAW UNIT 1 NOT STOPPING AND ALSO ATTEMPTED TO MOVE INTO THE LEFT LANE TO AVOID BEING HIT BY UNIT 1. IN THE LEFT LANE, BOTH UNITS STRUCK.~~
",0.999999318,"['construction zone', 'the construction', 'lane closure', 'of construction', 'zone unit', 'to one', 'one lane']","['construction', 'construction', 'construction', 'closure', 'zone', 'zone', 'zone']",190707913,7/25/2019,1546,15,151,,,COLUMBUS ST,U STH,43.2003938,-89.1990603
"~ON OCTOBER 07, 2019 AT 2230 HOURS I WAS DISPATCHED TO A TWO CAR PROPERTY DAMAGE ONLY CRASH THAT OCCURRED ON I-94 SOUTHBOUND AT RYAN ROAD.  UPON ARRIVAL, I OBSERVED BOTH VEHICLES PULLED OUT OF TRAFFIC TO THE LEFT IN THE CONED OFF AREA.  I CHECKED WITH BOTH OPERATORS FOR INJURIES.   UNIT 1 STATED THAT THEY WERE S/B ON I-94 AT RYAN ROAD IN THE FAR LEFT LANE DRIVING AT APPROXIMATELY 55MPH.  SHE THEN STATED THAT THERE WAS A SEMI IN FRONT OF THE VEHICLE AND THE VEHICLE BEHIND THE SEMI SLAMMED ON HIS BRAKES BECAUSE OF THE CONED OFF AREA.  SHE STATED THAT THE SEMI DIDN'T HIT THEIR BRAKES.  SHE THEN STATED THAT THEY HIT THEIR BRAKES BUT WERE UNABLE TO STOP.   UNIT 2 STATED THAT THEY WERE S/B ON I-94 AT RYAN ROAD IN THE FAR LEFT LANE DRIVING APPROXIMATELY 55MPH.  HE THEN STATED THAT THERE WAS A TRUCK IN FRONT OF HIM AND THE TRUCK MOVED TO THE RIGHT TO AVOID THE CONED OFF AREA.  HE THEN FOLLOWED THE TRUCK INTO THAT LANE TO AVOID THE CONES AS WELL.  HE THEN STATED THAT HE NOTICED THERE WASN'T MUCH DISTANCE IN BETWEEN THE TWO VEHICLES AND THEN HE WAS HIT FROM THE REAR BY THE OTHER VEHICLE.   UPON INVESTIGATION, UNIT 1 WAS S/B IN LANE 1 ON I-94 AT RYAN ROAD DRIVING APPROXIMATELY 55MPH.  UNIT 2 WAS S/B IN LANE 1 ON I-94 AT RYAN ROAD DRIVING APPROXIMATELY 55MPH.  UNIT 2 THEN SAW THE SEMI TRUCK IN FRONT OF HIM MOVE INTO LANE 2 TO AVOID THE CONED OFF AREA.  UNIT 1 ALSO FOLLOWED INTO LANE 2 TO AVOID THE CONES AS WELL. UNIT 2 STATED THAT THE SEMI HIT THE BRAKES AND SO HE SLAMMED ON THE BRAKES TO AVOID THE CONES.  UNIT 1 ALSO SLAMMED ON THE BRAKES BUT WAS UNABLE TO STOP WITHOUT HITTING UNIT 2.  THERE WERE CONFLICTING VERSIONS OF THE EVENTS AND A LANGUAGE BARRIER FOR UNDERSTANDING.~~
",0.999999285,"['the coned', 'coned off', 'off area', 'cones unit', 'the cones', 'i94 southbound', 'at ryan', 'ryan road']","['coned', 'coned', 'coned', 'coned', 'cones', 'cones', 'cones']",191002192,10/7/2019,2150,22,41,,100,RYAN RD,U CITY,42.87184437,-87.93739968
"~""ON 10/8/2019 I RESPONDED TO A CRASH AT ODANA ROAD AND S. SEGOE ROAD.  AT THIS INTERSECTION, S. SEGOE ROAD TO ODANA ROAD HAS A STOP SIGN, WHICH WAS PRESENT AND IN PLACE. FURTHER, THE AREA IS UNDER CONSTRUCTION WITH CONSTRUCTION BARRELS AND YELLOW TAPE, HOWEVER THE ENTIRE INTERSECTION IS PASSABLE.  UNIT 1 HENRY WAS MAKING A RIGHT HAND TURN FROM S. SEGOE ROAD TO HEAD WB ON ODANA ROAD. SHE STATED THAT SHE WAS KEEPING HER EYES OPEN, AND DIDN'T SEE UNIT 2. SHE SAID SHE WAS ALREADY HALF WAY INTO THE ROAD WHEN THE CRASH OCCURRED. SHE SAID SHE THOUGHT UNIT 2 COULD HAVE BRAKED TO AVOID THE CRASH. HER VEHICLE HAD DAMAGE TO THE FRONT DRIVERS SIDE CORNER.   UNIT 2 STATED SHE WAS HEADED WB ON ODANA ROAD. SHE DID NOT HAVE A STOP SIGN, OR YIELD SIGN. SHE SAID THAT SHE SAW THAT UNIT 1 WAS ON HER PHONE, AND THAT SHE HONKED HER HORN. SHE SAID THAT SHE SAW UNIT 1 """"GAS IT"""" , AT WHICH POINT SHE SLAMMED ON HER BRAKES, LEAVING A SMALL TIRE MARK BEFORE THE CRASH. SHE SAID SHE WAS TRAVELING APPROXIMATELY 30 MPH ON ODANA ROAD HEADED WB TO S. WHITNEY WAY.   THE TWO CARS WERE APPROXIMATELY 10 FEET PAST THE STOP SIGN FROM S. SEGOE ROAD TO ODANA ROAD. WHEN I CAME UPON THE CRASH.   BASED ON WHAT WAS TOLD TO ME, I ISSUED UNIT 1 HENRY A CITATION FOR FAILURE TO YIELD FROM STOP SIGN. I EXPLAINED THE CITATION TO HER. HENRY TOLD ME SHE DISAGREED WITH THE TICKET AS SHE HAD STOPPED AT THE STOP SIGN. I EXPLAINED THAT IT WAS STILL HER RESPONSIBILITY, LEGALLY, TO ENSURE THAT SHE COULD MAKE HER NEXT MANEUVER IN SAFETY, WHICH CLEARLY DID NOT HAPPEN AS SHE THEN CRASHED. SHE AGAIN STATED THAT SHE THOUGHT THAT SHE WAS IN THE CLEAR AND UNIT 2 SHOULD HAVE STOPPED FOR HER.   BOTH DRIVERS PROVIDED WITH THE CASE NUMBER AND CRASH NUMBER.""~~
",0.999999265,"['construction with', 'under construction', 'construction barrels', 'barrels and', 'with construction', 'is under', 'area is']","['construction', 'construction', 'barrels']",191002596,10/8/2019,1353,13,,ODANA RD,,S SEGOE RD,U CITY,43.05000383,-89.4712081
"~UNIT#1 WAS TRAVELING EB ON HWY 10 IN LANE 2 OVER THE ROLAND KAMPO BRIDGE AND HAD TO BRAKE DUE TO VEHICLES IN FRONT OF UNIT#1 SUDDENLY BRAKING BECAUSE OF HEAVY TRAFFIC CONGESTION DUE TO A UNRELATED ROAD HAZARD AT HWY 10 EB AND APPLETON RD. UNIT#2 WHO WAS TRAVELING BEHIND UNIT#1 IN LANE 2, ALSO STARTED TO SLOW AND COME TO A STOP DUE TO THE TRAFFIC CONGESTION. UNIT#3 ENTERED THE ROLAND KAMPO BRIDGE/ HWY 10 EB FROM THE I-41 ON RAMP, AND BEGAN TO BRAKE HEAVY DUE TO TRAFFIC CONGESTION WHILE RAMPING ON. UNIT#3 LEFT SKID MARKS ON THE ROADWAY PRIOR TO IMPACT WITH UNIT#2 OF APPROX 218 FEET IN AN ATTEMPT TO AVOID STRIKING VEHICLES. IN THIS PROCESS, UNIT#3 DID NOT SEE UNIT#2 AND STUCK THAT VEHICLE IN THE REAR PASSENGER SIDE, PUSHING IT OFF TO THE SHOULDER. UNIT#3 THEN STRUCK UNIT#1 IN THE REAR PASSENGER SIDE. CITATIONS WERE ISSUED TO DRIVER OF UNIT#3 DUE TO DRIVING BEHAVIOR. SEE CMV INSPECTION FORM FOR FURTHER INFORMATION ON MECHANICAL ISSUES WITH UNIT#3.~~
",0.999999248,"['the roland', 'kampo bridge', 'roland kampo', '10 eb', 'congestion due', '10 in']","['kampo', 'kampo', 'roland', 'roland']",190801041,8/6/2019,755,7,10,,RAM,,U IH,44.21837006,-88.46711718
"~UNIT 1 AND UNIT 2 WERE TRAVELING WESTBOUND ON INTERSTATE 94 AND BOTH POSITIONED IN THE MIDDLE LANE, LANE 2. UNIT 2 WAS POSITIONED DIRECTLY IN FRONT OF UNIT 1. THE FAR RIGHT LANE, LANE 3, WAS TEMPORARY CLOSED AND BLOCKED WITH ORANGE CONSTRUCTION BARRELS FOR THE COUNTY HIGHWAY DEPARTMENT TO COMPLETE MAINTENANCE(NOT A DESIGNATED WORK AREA). AS UNIT 2 BEGAN TO SLOW FOR TRAFFIC CONGESTION CAUSED BY THE LANE CLOSURE, UNIT 1 STRUCK UNIT 2 IN THE REAR. DRIVER OF UNIT 1 ADVISED SHE COULDN'T STOP IN TIME. DRIVER OF UNIT 1 ADVISED OF INJURY TO RIGHT LEG, BUT DID DENY FIRE DEPARTMENT RESPONSE. UNIT 1 REMOVED BY PRONTO TOWING.~~9102.257.ZERO STATEMENTS
",0.99999845,"['work area', 'construction barrels', 'with orange', 'orange construction', 'lane closure', 'closure unit', 'closed and']","['construction', 'barrels', 'closure', 'closed', 'temporary', 'orange']",190908319,9/26/2019,1017,10,94,,Y,,R IH,43.03138904,-88.15818038
"~BOTH UNITS TRAVELING WESTBOUND APPROACHING CONSTRUCTION ZONE WHERE LANE 1 TRAFFIC MERGES INTO LANE 2 FOR SINGLE LANE TRAVEL.  UNIT 1 TRAVELING IN LANE 1 AT OR AROUND HIGHWAY SPEEDS, UNIT 2 IN LANE 2 TRAVELING SAME.  UNIT 1 PASSED UNIT 2 WHILE IN LANE 1 BUT SEEING ARROW BOARDS SIGNALING THE MERGE INTO LANE 2, UNIT 1 MADE LANE CHANGE INTO LANE 2 AHEAD OF UNIT 2 LEAVING APPROXIMATELY 1-2 CAR LENGTHS AHEAD OF UNIT 2, BASED ON UNIT 2 DRIVER STATEMENT.  ONCE LANE CHANGE WAS COMPLETED, UNIT 1 DECELERATED RAPIDLY DUE TO TRAFFIC AHEAD OF UNIT 1TRAVELING APPROXIMATELY 20MPH SLOWER THAN UNIT 1 WAS TRAVELING.  DUE TO RAPID DECELERATION, UNIT 2 STRUCK UNIT 1 IN REAR OF UNIT CAUSING FUNCTIONAL DAMAGE TO BOTH UNITS.    BOTH UNITS CONTINUED DRIVING ONTO RIGHT SHOULDER TO CONTACT LAW ENFORCEMENT.  DRIVER OF UNIT 1 CITED FOR UNSAFE CUTTING IN WHEN PASSING, WARNED FOR UNREASONABLE AND IMPRUDENT SPEED AND FOLLOWING TOO CLOSELY.  PHOTOS AND CRASH STATEMENTS GATHERED AT SCENE.~~
",0.999997973,"['zone where', 'construction zone', 'arrow boards', 'approaching construction', 'where lane', 'change was']","['construction', 'zone']",190711313,7/28/2019,1700,17,90,,C,,R IH,43.89202955,-91.07452896
"~SQUAD ARRIVED ON SCENE TO A SINGLE VEHICLE VS MEDIAN CRASH. THE VEHICLE MOVED OFF OF THE FREEWAY ON TO NATIONAL AVENUE.    OPERATOR OF UNIT #1 STATED HE WAS TRAVELING NORTHBOUND IN THE CENTER LANE. HE SAID HE SUDDENLY FELT LIGHT HEADED AND DIZZY. HE STATED HE FELT THE LEFT SIDE OF HIS TRUCK HIT SOMETHING AND THEN HE BLACKED OUT. HE STATED AFTER HE BLACKED OUT HE EXITED THE FREEWAY AT NATIONAL AVENUE AND CALLED THE POLICE.   WITNESS: JAMES B. ZEVALKINK STATED UNIT 1 WAS TRAVELING NORTHBOUND IN THE CENTER LANE AND DROVE INTO THE MEDIAN WALL. HE SAID AFTER UNIT 1 HIT THE MEDIAN WALL, HE THEN DROVE OVER ALL LANES OF TRAFFIC AND DROVE INTO THE CONSTRUCTION ZONE ON THE RIGHT AND THEN EXITED THE FREEWAY AT NATIONAL AVENUE.     UPON INVESTIGATION: UNIT 1 WAS TRAVELING NORTHBOUND I-894 IN LANE 3. UNIT 1 HAD A MEDICAL EMERGENCY AND BECAME LIGHT HEADED AND DIZZY. DURING THE MEDICAL EMERGENCY, UNIT 1 STRUCK THE MEDIAN BARRIER WALL. HE THEN TRAVELED OVER ALL LANES OF TRAFFIC AND DROVE INTO A CONSTRUCTION ZONE ON THE RIGHT AND THEN EXITED THE FREEWAY.    INJURED: NONE.   FIRE/MEDICAL UNITS: WEST ALLIS AMBULANCE 62 AND WEST ALLIS FIRE DEPARTMENT ENGINE 62.   ASSISTING UNITS: MCSO SQUAD 88, WEST ALLIS SQUAD 235 OFFICER SCHULTZ #180.  GOVERNMENT PROPERTY STRUCK: SCRATCHES/PAINT TRANSFER TO MEDIAN BARRIER WALL.~~
",0.999997853,"['construction zone', 'northbound i894', 'the construction', 'a construction', 'allis fire', 'i894 in', 'zone on']","['construction', 'construction', 'zone', 'zone']",190905679,9/17/2019,2044,20,41,,,W CLEVELAND AVE,U CITY,42.99560852,-88.03780377
"~UNIT 1 WAS BACKING OUT OF THE DRIVEWAY OF 5301 PAULSON ROAD.  UNIT 2 WAS PARKED IN A POSTED NO PARKING ZONE ON THE WEST SIDE OF PAULSON ROAD, FACING SOUTHBOUND. UNIT 2 WAS UNOCCUPIED.  HALF OF UNIT 2 WAS ON THE ROADWAY AND THE OTHER HALF WAS ON THE SHOULDER.  UNIT 1 BACKED OUT OF THE DRIVEWAY AND HIT THE REAR, DRIVER SIDE BUMPER OF UNIT 2.  UNIT 1 LEFT A NOTE WITH NAME AND PHONE NUMBER IN AN OBVIOUS PLACE ON UNIT 2.  UNIT 2 DID NOT IMMEDIATELY REPORT THE CRASH TO THE POLICE WHEN IT HAPPENED AT ABOUT 0800 ON 05/15/19.  UNIT 1 REPORTED IT TO POLICE AT ABOUT 1901 ON 05/15/19. UNIT 2 STATED THEY WERE TOLD BY A CONSTRUCTION CREW MEMBER THAT THEY COULD PARK THERE DUE TO CONSTRUCTION ON THEIR NEW DRIVEWAY.  UNIT 2 WAS CITED FOR PARKING IN A POSTED NO PARKING ZONE, IN VIOLATION OF MCFARLAND ORDINANCE 35-149(D).~~
",0.999997418,"['construction crew', 'a construction', 'to construction', 'construction on', 'zone in', 'zone on']","['construction', 'construction', 'zone', 'zone', 'crew']",190503775,5/15/2019,800,19,,PAULSON RD,,SIGGELKOW RD,U CITY,43.02205826,-89.29796637
"~UNIT #1 WAS TRAVELING WESTBOUND ON E WASHINGTON AVE IN THE MIDDLE LANE. UNIT #1 WAS HEADING TOWARD THE INTERSECTION WITH N INGERSOLL ST. APPROXIMATELY 200 FEET FROM THE INTERSECTION, TRAVEL WAS PROHIBITED IN THE MIDDLE LANE AND THE AREA WAS MARKED OFF VIA ORANGE CONSTRUCTION BARRELS AND A LARGE CONSTRUCTION BILLBOARD INDICATING SO. UNIT #1 CONTINUED GOING STRAIGHT THROUGH THE CONSTRUCTION BARRELS AND STRUCK THE BILLBOARD.~~
",0.999997394,"['the construction', 'construction barrels', 'barrels and', 'orange construction', 'was marked']","['construction', 'construction', 'construction', 'barrels', 'barrels', 'orange']",190808284,8/23/2019,2013,20,151,E WASHINGTON AVE,,N INGERSOLL ST,U STH,43.08499425,-89.36965209
"~UNIT #1 EB ON STH 96 APPROACHING CTH U. UNIT #1 DISREGARDED ROAD CLOSED SIGNAGE.  ROADWAY IS CLOSED DUE TO LOW-HANGING POWER LINE CROSSING STH 96 AT CTH U. UNIT #1 DROVE TO THE LEFT INTO THE ONCOMING TRAFFIC LANE, AROUND SEVERAL STOPPED SEMIS, AROUND A TYPE 3 ROAD CLOSED BARRICADE AND OVER SEVERAL ORANGE TRAFFIC CONES.  UNIT #1 STRUCK THE LOW- HANGING POWER LINE DRAGGING THE LINE APPROX. 10 FEET, CAUSING DAMAGE TO FRONT AND HOOD OF UNIT #1.  UNIT #1 THEN DROVE OVER TWO MORE ORANGE TRAFFIC CONES AND TWO SIGNS BLOCKING STH 96.  I WAS A NON-CONTACT VEHICLE IN A MARKED POLICE SQUAD PARKED ON THE SOUTH SIDE OF THIS INTERSECTION.~~
",0.999997153,"['closed barricade', 'barricade and', 'closed due', 'is closed', 'road closed', 'cones unit', 'cones and', 'orange traffic', 'traffic cones']","['cones', 'cones', 'closed', 'closed', 'closed', 'barricade', 'orange', 'orange']",190707047,7/22/2019,754,7,,LOCK RD,96,MAIN ST,R CITY,44.3213876,-88.19252704
"~UNIT 1 WAS SB.  OPERATOR OF UNIT 1 WAS ON HER CELL PHONE.  OPERATOR OF UNIT 1 STATED THERE WAS NO TRAFFIC CONE SHE SAW BEFORE GOING INTO THE HOLE, CREATED BY CONSTRUCTION CREW.  I SAW 20 FEET WORTH OF TIRE TRACKS BEFORE UNIT 1 WENT INTO THE HOLE.  A TRAFFIC CONE WAS NOW ON TOP OF THE TRAFFIC CONE.  CPR CONSTRUCTION CREW STATED OPERATOR OF UNIT 1 PUT THE CONE ON TOP OF THE TRACKS.  OPERATOR OF UNIT 1 STATED SHE DID NOT SEE OR HIT THE TRAFFIC CONE BEFORE GOING INTO THE HOLE.~~
",0.999996339,"['construction crew', 'by construction', 'the cone', 'the hole', 'traffic cone', 'created by']","['construction', 'construction', 'cone', 'cone', 'cone', 'cone', 'cone', 'crew', 'crew']",190905423,9/19/2019,917,9,,N 5TH ST,,SCOTT ST,U CITY,44.96049909,-89.62549066
"~""ON AUGUST 5, 2019 I WAS DISPATCH TO A SINGLE VEHICLE ROLLOVER ON CTH B IN THE TOWN OF CAMBRIDGE JUST EAST OF THE INTERSTATE. I ARRIVED ON SCENE AND OBSERVED A WHITE SEDAN IN A CORNFIELD THAT APPEARED TO HAVE BEEN INVOLVED IN A CRASH. THE DRIVER IDENTIFIED VERBALLY AND BY DMV PHOTO AS STEPHAN WUNSCH DOB 06/15/1999 WAS IN AN AMBULANCE AT THE SCENE AND DANE COUNTY SHERIFF'S OFFICE HAD CALLED ROCKDALE TOWING TO REMOVE THE VEHICLE.   CRASH DESCRIPTION: THE VEHICLE EXITED THE INTERSTATE JUST PRIOR TO THE CTH B BRIDGE STRIKING A CONSTRUCTION BARREL AND RUNNING OFF THE ROADWAY TO THE RIGHT SHOULDER, DOWN THE EMBANKMENT, STRUCK A WIRE FENCE. THE VEHICLE THEN TRAVELED THROUGH A GROUP OF TREES BELONGING TO PATRICIA KEPPLER AT 1215 CTH B, CAMBRIDGE WI. THE VEHICLE CONTINUED AND SLID SIDEWAYS STRIKING THE EMBANKMENT OF CTH B WHICH IS CURRENTLY UNDER CONSTRUCTION THE VEHICLE THEN ROLLED OVER THE ROADWAY AT LEAST ONCE AND ENTERED A CORN FIELD BELONGING TO DOUGLAS NELSON AT 2107 UTICA RD, CAMBRIDGE WI 53523. THE VEHICLE THEN TRAVELING APPROXIMATELY 50 FT INTO THE CORN FIELD DAMAGING CORN CROPS ALONG THE WAY. DAMAGE TAG 391100 WAS ISSUED FOR THE DAMAGED TREES AND 391099 FOR THE DAMAGED CROPS.   THE DRIVER OF UNIT 1 WAS TRANSPORTED VIA AMBULANCE TO STOUGHTON AREA HOSPITAL BY CAMBRIDGE EMS FOR EVALUATION OF MINOR INJURIES. THE VEHICLE WAS REMOVED FROM THE SCENE BY ROCKDALE TOWING AND TAKEN TO THEIR TOW YARD.   I FOLLOWED UP WITH THE DRIVER OF UNIT 1 AT THE HOSPITAL. I EXPLAINED THE NEXT STEPS OF THE INVESTIGATION AND WHERE THE VEHICLE WAS TAKEN. DRIVER OF UNIT 1 STATED THAT HE HEARD A """"THUNK"""" AND THEN WAS ON THE EMBANKMENT PRESSING BRAKES AND WAS NOT STOPPING. UNIT 1 DRIVER STATED THAT HE DID NOT REMEMBER THE CRASH OR WHAT HE WAS DOING PRIOR TO THE CRASH. I ASKED IF IT WAS POSSIBLE THAT HE FELL ASLEEP. HE STATED """"YES""""   ON 8/13/19 THE DRIVER OF UNIT 1 WAS ISSUED A CITATION FOR DEVIATION FROM DESIGNATED LANE AND WAS MAILED THE CITATION AND CITE LETTER TO THE ADDRESS ON FILE.""~~
",0.999995738,"['currently under', 'under construction', 'a construction', 'construction the', 'barrel and', 'construction barrel', 'is currently']","['construction', 'construction', 'barrel']",190803053,8/5/2019,247,2,39,,B,,R IH,42.96640363,-89.10476258
"~16TH STREET IS CURRENTLY UNDER CONSTRUCTION FOR EAST AND WESTBOUND TRAFFIC. THE AREA IS MARKED BY ROAD CLOSED SIGNS. UNIT #1 DROVE WESTBOUND ON THE NEW PAVED PORTION OF THE ROAD. NEAR MEADOW LANE AVENUE THERE WAS A GAP IN THE ROAD. UNIT 1 WENT OVER THIS GAP AND DAMAGED THE CAR AND NEW CONCRETE. VEHICLE WAS THEN LEFT DISABLED ON THE ROAD. ON 07-08-19 I MADE CONTACT WITH VEHICLE OWNER MASON AND SHE INDICATED SHE CRASHED WHILE DRIVING ON THE ROAD AND SHE DIDN'T THINK IT WAS CLOSED AND SHE INDICATED SHE CALLED FOR A TOW TRUCK AND DIDN'T THINK SHE NEEDED TO CALL THE POLICE. FOR MORE INFO SEE CASE REPORT.~~
",0.999994306,"['new concrete', 'currently under', 'under construction', 'closed signs', 'road closed', 'closed and', 'was closed', 'area is', 'is currently', 'marked by']","['construction', 'closed', 'closed']",190701326,7/8/2019,9999,7,,16TH ST,,MEADOW LANE AVE,U CITY,42.71253066,-87.85681579
"~UNIT 1 WAS TRAVELING NORTH BOUND ACROSS THE ROADWAY AND THROUGH CONSTRUCTION ON W LOCUST ST AT THE APPROXIMATE ADDRESS OF 1432 W LOCUST ST, WHEN IT STRUCK AN ORANGE CONSTRUCTION BARREL AND THEN UNIT 2 WHICH WAS STOPPED IN TRAFFIC FACING WEST BOUND ON W LOCUST ST. THE DRIVER OF UNIT 1 DISPUTED HAVING MADE CONTACT WITH UNIT 2.~~
",0.999992197,"['through construction', 'orange construction', 'barrel and', 'construction barrel', 'construction on', 'an orange']","['construction', 'construction', 'barrel', 'orange']",190501142,5/1/2019,1615,16,,W LOCUST ST,,N TEUTONIA AVE,U CITY,43.07126285,-87.93013918
"~BOTH UNITS WERE NORTH BOUND ON US 51 BY STATE RD 29 E/B JUST PRIOR TO ENTERING A CONSTRUCTION ZONE. TRAFFIC WAS SLOWING AND MERGING TO THE LEFT LANE IN THIS AREA. THE OPERATOR OF UNIT ONE STATED SHE WAS IN THE RIGHT LANE AND WAS FORCED TO THE LEFT LANE BY OTHER VEHICLES. THE OPERATOR OF UNIT TWO STATED BOTH UNITS WERE IN THE LEFT LANE WHEN HE HAD TO SLOW UP BECAUSE OF TRAFFIC MOVING SLOW DUE TO THE LANE CLOSURE AHEAD. UNIT ONE WAS CITED FOR INATTENTIVE DRIVING.~~
",0.999990607,"['construction zone', 'zone traffic', 'closure ahead', 'a construction', 'lane closure']","['construction', 'closure', 'zone']",190704504,7/16/2019,1332,13,39,,39,,R IH,44.88843009,-89.63992344
